id_a,fname,lookup
12218,hannah,sukey
12221,debra,debby
12225,wendy,gwen
12226,amanda,manda
12227,jed,jedediah
12228,peggy,peg
12229,mona,ramona
12230,randolph,randy
12232,crystal,crys
12233,cynthia,cintha
12234,daniel,danny
12236,jack,jackie
12237,marcus,mark
12238,melissa,missy
12239,reba,rebecca
12240,rebecca,beck
12241,scott,squat
12243,tony,clifton
12247,betty,eliza
12248,betty,lizzie
12249,cathy,cassie
12250,charles,chick
12251,cheryl,sheryl
12255,douglas,doug
12256,georgia,georgiana
12257,helen,lainie
12261,john,jock
12262,john,johnny
12264,kathryn,kathy
12265,kenneth,ken
12267,lucy,cindy
12268,margaret,margy
12269,megan,margarita
12270,ryan,ry
12271,sandra,alexander
12273,steven,steph
12274,tom,tommy
12275,tommy,thomas
12277,william,bela
12278,abel,ebbie
12279,alan,al
12280,allan,al
12286,amanda,manda
12288,amy,emily
12289,andrew,rea
12290,andy,andrew
12291,anna,nan
12292,annette,nettie
12293,anthony,tony
12294,arthur,art
12295,barbara,barby
12296,beatrice,trix
12297,ben,bennie
12301,betty,libby
12302,betty,bess
12303,beverly,bev
12304,beverly,bev
12305,billy,willy
12306,billy,willie
12307,billy,robert
12309,bobby,bob
12311,brenda,brandy
12312,brian,bryan
12316,carolyn,cassie
12317,cassie,carolann
12318,charles,chick
12319,charles,chuck
12320,charles,chick
12321,charles,chuck
12322,charles,chuck
12323,cheryl,sheryl
12324,chris,christina
12325,chris,christiana
12326,christa,chris
12327,christina,christopher
12328,christine,chris
12329,cindy,cynthia
12332,cora,corinne
12333,corey,cordy
12334,crystal,stal
12335,crystal,tal
12336,daniel,danny
12337,daniel,danny
12338,daniel,dan
12339,danny,dan
12341,david,davey
12342,david,dave
12343,david,day
12344,david,dave
12349,deborah,debby
12350,debra,deb
12351,debra,debbie
12352,debra,deborah
12353,debra,deb
12354,dennis,denise
12355,dennis,denny
12356,derrick,rick
12357,diana,di
12358,diana,di
12359,donald,don
12362,donnie,donald
12363,dorothy,dortha
12370,eddie,eduardo
12371,edgar,ed
12372,edward,ed
12373,edward,ted
12374,edward,teddy
12375,elizabeth,betsy
12378,emily,emmy
12379,emily,em
12380,emma,mel
12382,evelyn,evelina
12384,frank,fran
12386,gabriel,gabby
12387,gail,nabby
12393,gerald,jerry
12398,gregory,greg
12400,heather,hetty
12401,heather,hetty
12402,helen,elaine
12403,herbert,bert
12411,jackie,jack
12412,jackie,jack
12413,jacob,jaap
12414,james,jamie
12415,james,jem
12416,james,jimmy
12417,james,jem
12418,james,jimmie
12419,james,jamie
12420,james,jimmie
12421,james,jimmy
12422,james,jim
12423,james,jem
12424,jane,jennie
12425,janice,jan
12426,jennifer,jennie
12427,jennifer,jennie
12428,jennifer,jenny
12429,jennifer,jennie
12432,jerry,gerrie
12433,jerry,geraldine
12434,jerry,jereme
12435,jerry,gerrie
12437,jessica,jessie
12438,jessie,jess
12440,jimmy,james
12441,jimmy,jamie
12442,joe,joseph
12443,john,jon
12444,john,jonathan
12445,john,ivan
12448,johnny,jonathan
12449,johnny,johannes
12450,jonathan,johannes
12451,jonathan,john
12452,jonathan,john
12454,joseph,jody
12455,joshua,josh
12456,joshua,jos
12457,joshua,josh
12458,judy,jude
12459,julia,jill
12460,julie,jill
12461,julie,jule
12462,june,junie
12463,karen,happy
12464,kathryn,kathy
12467,kendall,kenny
12468,kenneth,ken
12469,kenneth,ken
12470,kenny,kent
12472,kimberly,kimberley
12473,kristen,chris
12477,larry,lonny
12478,lauren,ren
12479,lena,darlene
12480,leonard,lenny
12481,lisa,liza
12482,lois,eliza
12483,lois,heloise
12485,loretta,retta
12487,louis,louise
12488,louise,lois
12489,lucille,lou
12490,lula,ella
12491,lydia,lyddy
12492,lynn,mindy
12494,mac,mc
12495,mack,mc
12496,madge,midge
12497,madge,peg
12503,marilyn,mary
12504,marion,mariah
12505,mark,marcus
12506,mark,marcus
12508,martha,marty
12509,martin,marty
12510,marvin,marv
12511,mary,mercy
12512,mary,mitty
12513,mary,marion
12514,matthew,thias
12515,megan,marge
12516,melissa,mel
12517,melissa,liz
12518,melvin,mel
12519,michael,micky
12520,michael,mike
12521,michael,micky
12522,michael,mick
12523,michael,micah
12524,michael,micah
12525,mildred,milly
12526,miranda,randy
12527,natasha,tasha
12529,nellie,nell
12530,nicholas,nickie
12531,nickie,nicholas
12532,nicole,nikki
12535,pamela,pam
12537,patricia,tricia
12538,patricia,tricia
12539,patricia,pat
12540,patsy,peter
12541,paul,polly
12542,paul,paula
12546,perry,pelegrine
12548,phillip,philip
12552,rachel,shelly
12553,ramona,mona
12557,raymond,ray
12558,rebecca,becca
12559,rebecca,reba
12564,richard,dickie
12565,richard,dicky
12566,ricky,cedric
12567,robert,dobbin
12568,ronald,ron
12569,ronald,naldo
12570,ronnie,ronie
12571,ronnie,ron
12572,ronnie,franky
12573,roy,lee
12574,roy,lee
12578,samantha,sammy
12579,sandra,sandy
12580,sarah,sally
12581,scottie,sceeter
12582,selma,anselm
12587,sherry,lee
12588,sherry,lotta
12589,sherry,shirley
12591,stephen,annie
12592,stephen,steph
12593,steve,stephen
12594,steven,steph
12595,steven,steve
12596,susan,suzie
12599,teresa,tessa
12600,teresa,tess
12601,thomas,thom
12602,thomas,tom
12603,thomas,thom
12604,tiffany,tiff
12605,timothy,tim
12609,tony,shelton
12612,vernon,verna
12613,vicki,victor
12614,viola,ola
12615,wallace,wally
12621,william,billiewilhelm
12623,winnie,freddie
12625,monica,monnie
12626,russell,rusty
12627,sydney,sid
12630,will,billy
12631,david,dave
12633,brenda,brandy
12634,charles,charlie
12635,virginia,jennie
12636,brittany,britt
12637,james,jimmie
12638,lauren,laurie
12639,allen,al
12641,amanda,mandy
12642,cynthia,cintha
12643,henry,hank
12644,jane,jess
12645,jessica,jessie
12646,john,johnny
12647,mark,marcus
12648,nancy,annie
12649,scott,prescott
12650,thomas,tommy
12652,william,billiewilhelm
12653,russell,rusty
12655,michelle,mickey
12656,brenda,brandy
12657,donald,donnie
12659,charles,charlie
12660,chloe,clo
12661,daniel,dan
12662,deborah,debra
12664,james,jem
12666,john,ian
12667,john,jock
12668,lois,elouise
12669,tabitha,tabby
12672,ronald,ronnie
12674,kathleen,trina
12675,john,nathan
12677,eva,evaline
12678,james,jamie
12680,robert,dob
12681,christy,kris
12683,charles,carl
12685,gay,gerhardt
12687,kathryn,kathy
12688,loretta,retta
12689,paul,pauline
12690,penny,penelope
12692,melissa,mel
12693,anne,ann
12694,barbara,barby
12696,margaret,madge
12697,patrick,pat
12699,nancy,anne
12700,sheila,cecilia
12702,katherine,lena
12705,lloyd,floyd
12706,shirley,sherry
12707,thomas,tommy
12711,ann,chris
12712,bernard,bernie
12713,rita,margie
12714,gilbert,wilber
12715,john,johannes
12716,julia,julie
12718,lois,lou
12719,michelle,mickey
12720,benjamin,benjy
12722,perry,pelegrine
12724,kathryn,kathy
12725,peter,pete
12727,john,jonathan
12728,james,jamie
12729,susan,susie
12730,samuel,sammy
12732,james,jim
12733,carol,caroline
12734,robert,dob
12735,laura,lawrence
12737,sandra,alex
12738,calvin,vin
12739,jessica,jessie
12745,daniel,dan
12746,elizabeth,eliza
12747,john,johnny
12748,theresa,thirza
12749,tony,cliff
12750,dave,day
12751,nancy,nan
12753,michael,micah
12756,kenneth,kendrick
12757,casey,k.c.
12758,casey,k.c.
12759,catherine,kathy
12760,debra,deborah
12761,linda,mindy
12762,ronald,naldo
12763,willis,willy
12764,karen,karonhappuck
12765,kenneth,kendrick
12768,jefferson,sonny
12769,deborah,debby
12771,anne,annie
12772,danny,sher
12773,michael,micah
12774,roberta,robbie
12775,sanford,sandy
12777,bernie,barney
12778,charlotte,char
12779,william,billiewilhelm
12780,eugene,gene
12781,janice,jan
12783,william,bell
12784,william,bell
12786,manuel,emanuel
12788,saul,solly
12789,kenneth,kenny
12790,linda,rosalinda
12791,alice,melissa
12793,roseanne,ann
12794,daniel,dan
12796,mary,mitzi
12797,harold,hal
12799,freddie,winnie
12800,ann,tina
12801,peter,pete
12802,walter,wally
12803,miriam,mitzie
12804,richard,rick
12807,betty,elizabeth
12808,bobby,robby
12809,joseph,joe
12810,susan,sukey
12813,steven,steve
12814,june,jr
12815,richard,dickie
12816,ronald,ron
12817,judith,judi
12818,bernard,barney
12819,cheryl,sheryl
12821,leonard,len
12822,edward,ned
12823,george,georgiana
12824,nancy,nana
12825,james,jamie
12826,penny,penelope
12828,joshua,jos
12829,marian,marion
12830,clifford,cliff
12832,ann,tony
12834,john,ian
12840,john,jack
12841,james,jem
12842,kathleen,lena
12843,david,davey
12844,elizabeth,bessie
12845,katherine,kay
12846,william,billy
12847,anne,annie
12848,richard,dick
12849,scott,prescott
12850,esther,hester
12852,brenda,brandy
12853,eric,derrick
12856,anna,annie
12857,anne,anna
12859,carl,charles
12861,frank,franklin
12862,jamie,jimmy
12863,janice,jan
12865,jim,james
12866,jimmy,jem
12867,joseph,joe
12868,kimberly,kim
12870,maxine,max
12871,michael,mick
12872,robert,hob
12873,ronald,ronnie
12874,sarah,sally
12875,stephen,stephanie
12877,tammy,tamarra
12880,scott,squat
12881,barbara,bab
12882,john,jack
12884,margaret,margy
12886,melvin,mel
12887,amanda,manda
12888,jimmy,jimmie
12891,michelle,mickey
12893,constance,connie
12895,laura,lawrence
12896,rolf,rudy
12897,debra,deb
12898,dennis,denny
12899,darlene,lena
12900,marie,mollie
12901,julia,jule
12902,randy,mira
12903,tammy,tamarra
12904,david,davey
12906,daniel,danny
12907,david,dave
12908,linda,rosalyn
12909,karen,carrie
12910,george,georgia
12913,david,davey
12914,mary,maris
12917,rebecca,beck
12919,samuel,sam
12920,virginia,ginger
12923,walter,walt
12924,billy,bill
12925,billy,bela
12926,carolyn,lynn
12927,gwendolyn,wendy
12928,jackie,jacqueline
12929,karen,karon
12930,margaret,margy
12932,philip,phil
12933,stephen,steve
12935,jeanne,jeannie
12936,matthew,matty
12937,patricia,patrick
12940,john,jonathan
12941,loretta,retta
12942,virginia,virgy
12943,william,willie
12945,charlotte,lottie
12946,emily,emma
12949,pamela,pam
12953,james,jim
12954,terry,tessa
12955,kathleen,katy
12956,amy,amelia
12957,angela,jane
12958,clarence,clair
12959,amy,emily
12960,charles,chuck
12962,debra,deborah
12963,gail,abigail
12965,james,jimmie
12967,melanie,mellie
12968,mildred,milly
12969,ronald,ron
12970,thomas,thom
12971,christian,kit
12973,mary,mitzi
12975,crystal,chris
12976,kay,katelyn
12977,william,bill
12980,christina,kris
12981,debbie,debby
12982,deborah,debra
12983,denise,dennis
12984,evelyn,eve
12987,heather,hetty
12988,jake,jacob
12989,james,jimmie
12990,jerry,jereme
12991,pamela,pam
12992,randy,mandy
12995,stephen,annie
12996,frank,frankie
12997,lisa,allie
12999,susan,sue
13000,constance,connie
13001,juanita,nita
13002,martha,patty
13003,raymond,ray
13004,andrea,drea
13006,billy,william
13007,bobby,bob
13008,carolyn,carrie
13009,charlie,chuck
13010,christine,kris
13011,christopher,chris
13012,crystal,tal
13013,david,davey
13014,dennis,denny
13015,douglas,doug
13016,eugene,gene
13017,ginger,virginia
13019,jessica,jessie
13020,jimmy,james
13021,joan,joanna
13022,joann,jo
13023,johnny,jock
13024,joyce,joy
13025,judy,judi
13026,julia,julie
13027,karen,happy
13029,larry,lonny
13030,larry,lon
13032,malinda,lindy
13034,mary,demerias
13035,matthew,matt
13036,ola,viola
13037,ralph,raphael
13038,rebecca,becky
13040,roger,rod
13041,roxanna,roxie
13042,roy,l.r.
13043,russell,russ
13044,sharon,shay
13045,stephen,steven
13046,timothy,tim
13047,timothy,tim
13048,victor,vic
13051,tammy,tamarra
13052,paul,pauline
13053,sherry,shirley
13054,lois,louisa
13055,arthur,art
13056,judith,judy
13057,gretchen,margaret
13058,robert,hob
13060,lloyd,floyd
13061,martha,mat
13062,martha,mattie
13063,michael,micah
13064,aileen,lena
13065,donald,don
13067,margaret,margy
13068,mary,mariah
13071,abby,abigail
13073,stella,essy
13074,tammy,tamarra
13075,wendy,wen
13076,mark,marcus
13077,fred,ferdinand
13078,natalie,natty
13079,peter,patsy
13080,amanda,manda
13081,amy,mel
13083,brian,bryant
13084,chris,kris
13085,crystal,stal
13086,crystal,stal
13087,crystal,crys
13088,cynthia,cintha
13089,flora,flossy
13091,gregory,greg
13092,irene,rena
13093,jackie,jack
13094,james,jem
13095,jay,jake
13096,jean,eve
13097,jim,jimmie
13098,john,jack
13099,junior,junie
13100,kathleen,lena
13103,larry,laurence
13105,martin,marty
13108,richard,dick
13109,sandra,cassie
13110,sharon,sha
13111,stephen,stephie
13112,tiffany,tiff
13113,timothy,timmy
13114,viola,vi
13117,sharon,shay
13118,thomas,tommy
13120,diana,di
13121,ronald,naldo
13122,elizabeth,bess
13123,beverly,bev
13124,william,willie
13125,george,georgia
13127,barbara,bobbie
13128,kimberly,kimberley
13130,anthony,tony
13131,joann,jo
13132,mathew,matthew
13135,adam,ade
13136,albert,adelbert
13137,alexandria,drina
13138,alice,lizzie
13139,alicia,lisa
13140,anna,ann
13141,anna,vannie
13142,billy,bela
13143,bobby,roger
13144,bobby,rupert
13148,brenda,brandy
13149,caroline,cassie
13151,christina,chris
13152,christopher,kit
13154,connie,constance
13155,crystal,tal
13156,dennis,denise
13157,donnie,donny
13158,doris,dora
13160,edna,edny
13161,elizabeth,liza
13163,frank,fran
13167,herman,harman
13168,herman,harman
13169,jacob,jake
13170,james,jimmie
13171,james,jem
13172,jamie,james
13173,janie,jennie
13174,jean,jenny
13176,jennifer,jennie
13177,jennifer,jennie
13178,jerry,jereme
13180,jimmy,jamie
13181,johnny,jock
13182,kim,kimberley
13184,lanny,rolly
13185,larry,laurence
13186,larry,lorry
13187,lillian,lil
13188,loretta,etta
13189,malinda,lindy
13190,mary,marietta
13191,megan,maisie
13192,myra,almira
13193,nellie,nora
13194,nicholas,nick
13195,patricia,pat
13196,penny,penelope
13199,ralph,raphael
13202,regina,reggie
13205,richard,rick
13206,robert,dobbin
13207,roy,leroy
13210,susan,susie
13211,tracy,terry
13212,tracy,theresa
13213,vivian,vi
13217,robert,bill
13218,adam,edie
13219,adam,ade
13220,alan,al
13223,alexander,al
13224,alicia,allie
13226,amanda,mandy
13227,amanda,manda
13228,andrea,rea
13229,andrew,drea
13230,angela,angel
13231,annie,stephie
13232,anthony,tony
13235,barbara,bobbie
13236,bessie,eliza
13237,betty,lizzie
13238,betty,betsy
13239,billy,fred
13240,billy,willy
13243,brian,bryan
13244,brian,bryan
13247,cathy,kaye
13248,charles,charlie
13249,cheryl,sheryl
13250,chris,kristin
13251,clifford,cliff
13252,clifford,cliff
13253,crystal,tal
13254,crystal,chris
13256,daniel,danny
13257,danny,sheridan
13260,david,davey
13261,david,davey
13262,david,day
13263,deborah,debra
13264,deborah,debbie
13267,diane,di
13268,dolph,olph
13270,doris,dora
13273,edna,edny
13274,edward,teddy
13275,effie,euphemia
13276,elizabeth,bessie
13277,elizabeth,beth
13279,frances,frankie
13280,frances,francie
13281,frances,sis
13284,gregory,greg
13285,horace,horry
13289,jack,jackie
13292,james,jimmy
13295,jennifer,jenny
13296,jennifer,jennie
13297,jennifer,jenny
13298,jessica,jessie
13299,jessica,jessie
13300,jessica,jessie
13301,jessie,jane
13302,jill,julie
13306,jonathan,johnny
13307,jonathan,johannes
13308,judy,judith
13311,kenneth,kenny
13312,kimberly,kim
13313,larry,lorne
13315,lillian,lolly
13316,lillian,lolly
13317,linda,belle
13319,lloyd,floyd
13320,lloyd,floyd
13322,martin,marty
13323,marvin,marv
13324,marvin,marv
13325,mary,dea
13326,mary,maureen
13327,mary,polly
13328,mary,mae
13330,michael,micah
13331,michael,mike
13332,michael,micky
13333,mildred,milly
13334,millie,emma
13336,morris,morey
13337,morris,morey
13338,myra,almira
13339,nancy,nana
13340,nathan,jonathan
13341,nelson,nels
13343,nicole,nole
13345,patricia,patty
13348,randy,mandy
13351,ricky,richard
13352,robert,william
13353,robert,hob
13354,roger,rupert
13355,ronald,naldo
13356,ronnie,veronica
13357,ross,roscoe
13360,samantha,mantha
13364,sherry,lee
13365,shirley,lee
13366,shirley,sherry
13369,stephanie,annie
13372,tabitha,tabby
13374,terry,thirza
13377,vanessa,essa
13381,william,fred
13382,william,billiewilhelm
13383,william,billy
13384,betty,bessie
13385,robert,william
13386,adrian,rian
13387,andrew,rea
13388,anthony,tony
13389,billy,bill
13390,billy,bill
13391,bobby,dob
13392,brenda,brandy
13393,cheryl,sheryl
13396,howard,hal
13397,james,jem
13398,jeffrey,jeff
13399,joan,hannah
13400,john,nathan
13401,john,jon
13403,kaye,kay
13404,kenneth,ken
13407,maud,tilly
13409,michael,mike
13410,michelle,mickey
13411,paula,polly
13412,phillip,philip
13413,phillip,philip
13414,robert,rob
13418,susan,sukey
13419,susan,susie
13420,walter,walt
13422,william,robert
13423,jennifer,jenny
13424,arthur,art
13427,jennifer,jennie
13428,jo,joan
13429,joseph,joe
13431,kimberly,kimberley
13432,barbara,barbie
13433,laura,laurinda
13434,melvin,mel
13435,william,billiewilhelm
13436,joe,jody
13437,joseph,joe
13438,karen,happy
13440,jacob,jay
13441,tommy,tom
13442,andrew,andrea
13443,james,jamie
13444,jennifer,jennie
13446,sarah,sadie
13448,james,jim
13450,michael,micah
13452,tina,ann
13453,kathleen,cassie
13454,cyrus,cy
13456,joseph,joe
13457,linda,philinda
13458,paul,polly
13459,kathryn,kathy
13464,jessica,jessie
13466,barbara,bab
13467,larry,lorne
13468,pat,paddy
13469,sandra,drina
13470,linda,rosalyn
13471,peter,pat
13473,lee,sherry
13475,ted,ed
13477,sarah,sadie
13478,tiffany,tiff
13480,robert,willie
13481,hester,hessy
13482,charles,chick
13483,charles,charlie
13484,marissa,rissa
13485,aaron,ronnie
13486,aaron,ronnie
13487,aaron,ron
13489,annie,nana
13490,audrey,dee
13492,barbara,babs
13493,barbara,bab
13494,barbara,bobbie
13495,betty,betsy
13496,betty,lisa
13497,beverly,bev
13499,bryan,bryant
13501,cameron,ron
13502,caroline,charlotte
13503,carolyn,cassie
13504,catherine,katarina
13505,cathy,katherine
13506,charles,carl
13507,charles,carl
13508,charles,chick
13509,david,dave
13511,deborah,deb
13512,deborah,debra
13513,dennis,denny
13515,donald,don
13517,douglas,doug
13519,elizabeth,liza
13520,ella,helene
13521,ellen,helena
13522,emily,amelia
13523,emily,milly
13527,george,georgia
13528,gerald,jerry
13529,howard,hal
13530,hubert,hugh
13531,ivy,iva
13532,james,jim
13533,james,jim
13534,james,jamie
13535,james,jimmy
13536,jane,angelica
13540,jerry,jereme
13541,jimmy,jem
13542,jimmy,jim
13543,joan,johannah
13545,jonathan,nathan
13547,joseph,joey
13548,judy,judith
13551,kimberly,kim
13553,lawrence,larry
13555,leslie,les
13556,lily,lillah
13557,linda,belle
13559,lisa,melissa
13560,margaret,margery
13561,martha,patty
13562,mary,mitzi
13563,matthew,matty
13564,michael,mike
13565,michael,mike
13566,michael,micah
13567,nancy,nana
13568,nancy,nana
13569,nelson,nels
13571,nita,juanita
13574,paul,polly
13575,paula,lina
13576,philip,phillip
13578,rebecca,becca
13580,robert,hob
13581,robert,dob
13582,robert,bob
13583,robin,rod
13587,sarah,sally
13588,sharon,sha
13590,shirley,lee
13591,shirley,sherry
13593,stephanie,stephen
13594,steven,steph
13595,susan,suzie
13596,teresa,tess
13598,terry,theresa
13599,theresa,thursa
13600,thomas,tommy
13601,tony,clifton
13603,vernon,verna
13604,victoria,vicky
13610,fay,faith
13614,corinne,cora
13615,donald,dony
13618,alan,al
13620,linda,rosalinda
13621,john,johannes
13623,larry,lon
13624,lena,cassie
13625,michael,mike
13626,rena,irene
13627,mark,marcus
13628,isabel,tibbie
13629,mary,mitty
13632,john,jock
13634,robert,bob
13635,alexander,al
13636,jennifer,jennie
13637,ted,eddie
13638,kathleen,cathy
13639,barbara,bobbie
13640,loretta,etta
13641,matthew,mathew
13644,diane,dicey
13646,irene,rena
13647,jacob,jaap
13648,jennifer,jennie
13650,kimberly,kimberley
13651,steven,stephen
13652,pamela,pam
13653,carl,chuck
13654,karen,happy
13656,brandy,brenda
13659,edward,eddy
13660,elizabeth,bessie
13661,gay,gerhardt
13662,jacob,jaap
13663,james,jem
13664,james,jimmie
13665,jan,janet
13666,judith,judie
13667,katherine,cathy
13668,kenneth,kenny
13669,kenny,kenji
13670,lucille,lou
13671,mae,minnie
13672,martha,patsy
13673,mary,marion
13674,mary,maria
13676,michael,micky
13678,nancy,nanny
13679,phil,philip
13680,phillip,phil
13683,robert,billy
13684,scott,pres
13686,shelly,sheldon
13687,stephen,annie
13688,susan,sukey
13693,william,willie
13694,daniel,dan
13696,shirley,lee
13697,nancy,nana
13698,david,dave
13700,gerald,geraldine
13701,evan,ev
13703,theodore,teddy
13704,joan,johannah
13705,luther,luke
13706,nancy,nan
13707,melinda,lynn
13709,ann,chris
13711,kathy,lena
13712,janice,jan
13713,roger,rupert
13715,william,willie
13716,alexandra,alexander
13718,raymond,ray
13719,doris,dora
13720,margaret,margie
13721,michael,micah
13723,samantha,mantha
13724,brian,bryant
13725,betty,libby
13726,bobby,dob
13729,henry,harry
13730,patty,mattie
13731,phillip,philip
13732,robert,fred
13733,roger,hodge
13734,ronnie,erin
13736,betty,lisa
13737,david,day
13738,emily,amelia
13739,john,johnny
13740,john,nathan
13741,melanie,mellie
13742,david,davey
13743,paula,lina
13744,billy,bill
13745,billy,willie
13746,billy,bela
13748,james,jimmie
13749,miranda,mira
13752,stephen,steve
13753,jimmy,james
13754,joshua,jos
13755,michelle,mickey
13757,william,bill
13758,amy,millie
13760,christopher,christina
13761,david,davey
13762,deborah,debra
13763,donny,don
13765,franklin,frank
13766,heather,hetty
13767,susan,hannah
13768,william,bela
13769,john,jonathan
13770,susan,sue
13771,barbara,barbie
13772,paul,pauline
13773,bertie,bob
13774,floyd,lloyd
13777,margaret,rita
13778,tracy,tessie
13780,david,davey
13781,john,jon
13782,james,jimmy
13783,james,jimmy
13784,patricia,trisha
13786,pamela,pam
13787,gregory,greg
13789,jane,jinsy
13790,robert,dob
13791,hugh,jehu
13793,peter,pat
13795,kathleen,trina
13796,robert,hob
13797,laura,laurinda
13798,ray,raymond
13801,lisa,milly
13802,allie,alicia
13803,amelia,emily
13804,angela,angeline
13805,billy,bill
13806,bobby,robin
13808,christopher,christina
13809,heather,hetty
13810,jackie,jacqueline
13812,judy,judi
13813,linda,philinda
13815,ricky,dick
13816,roger,robin
13817,vivian,vi
13818,brian,bryant
13820,cynthia,cindy
13823,ted,ed
13824,wilda,willie
13825,dora,doda
13826,ronald,ron
13827,aubrey,bree
13829,david,davey
13830,donald,donny
13831,james,jim
13832,james,jim
13833,madge,rita
13834,mark,marcus
13836,michael,mick
13837,mona,ramona
13838,russ,rusty
13839,russell,rusty
13840,sarah,sadie
13841,charles,chick
13842,edith,edye
13843,adam,ade
13845,betty,lizzie
13846,bobby,bert
13847,bobby,bert
13849,charles,chuck
13850,edward,eddy
13851,james,jem
13853,rebecca,becca
13854,robert,hobkin
13855,teresa,theresa
13856,katherine,kit
13857,jonathan,johnny
13858,john,nathan
13859,linda,mindy
13861,scott,prescott
13862,stephen,annie
13866,joshua,jos
13868,vickie,victoria
13869,edward,ed
13871,michael,micky
13872,jacob,jaap
13873,james,jimmie
13874,susan,susie
13875,franklin,frank
13876,janice,jan
13877,jessica,jessie
13878,katherine,kittie
13879,russell,rusty
13880,sharon,sha
13881,linda,belle
13882,chris,kristine
13883,adam,edie
13884,geraldine,jereme
13885,thomas,thom
13886,gloria,glory
13887,michael,mike
13888,mary,may
13889,robert,william
13890,robert,bill
13891,charles,chick
13892,jane,jinsy
13893,jennifer,jennie
13894,jerry,dina
13895,angela,angelina
13896,anna,anne
13897,candace,candy
13899,delores,della
13901,gene,eugene
13902,jimmy,jimmie
13903,john,johnny
13904,judi,judie
13905,karen,carrie
13909,jamie,jem
13910,aaron,erin
13913,pamela,pam
13914,pamela,pam
13915,ray,raymond
13916,sheila,cecilia
13917,susan,susie
13919,kathy,cathleen
13920,ronna,frony
13925,stephanie,stephen
13927,amanda,mandy
13928,angela,angelina
13930,betty,liza
13931,bobby,roge
13932,brandy,brenda
13933,gerald,geraldine
13934,jacob,jaap
13935,kenneth,ken
13936,kenneth,kendrick
13937,lisa,elysia
13939,alan,al
13941,alyssa,al
13942,anthony,tony
13944,bryan,brian
13945,cassandra,sandy
13947,charles,chuck
13950,connie,constance
13951,deborah,debra
13952,deborah,debbie
13955,donald,donnie
13957,doris,dora
13958,dorothy,dotty
13959,ella,gabriella
13961,gerald,jerry
13962,gregory,greg
13963,isaac,ike
13965,jay,jayme
13966,jeanne,jeannie
13969,joey,josey
13970,kimberly,kimberley
13971,lila,delilah
13972,linda,rosalinda
13974,mary,marcie
13975,nancy,nan
13976,nellie,petronella
13977,nicholas,nickie
13978,phillip,phil
13979,regina,gina
13980,richard,ricky
13983,samuel,sam
13984,sandra,alla
13987,steve,stephen
13988,tiffany,tiff
13991,virginia,virgy
13993,caroline,chick
13994,kenneth,kendrick
13995,kristin,chris
13996,mitchell,mitch
13997,richard,dickie
13999,diane,dicey
14000,james,jimmy
14001,john,jonathan
14005,kenneth,kenny
14006,loretta,lorrie
14007,martha,mat
14008,teresa,terry
14009,william,fred
14010,ann,tina
14011,lisa,elsie
14012,susan,sukey
14013,thomas,thom
14014,andrea,drea
14015,amanda,mandy
14016,catherine,kay
14017,mona,ramona
14018,rebecca,becca
14019,jennifer,jenny
14020,john,jack
14021,patricia,pat
14022,mitchell,mitch
14027,janice,jan
14029,megan,margarita
14030,priscilla,cissy
14031,robert,fred
14032,james,jim
14034,laurie,lauryn
14035,mildred,milly
14036,amanda,mandy
14038,austin,gus
14041,douglas,doug
14044,judie,jude
14046,lisa,liza
14048,robert,fred
14049,robert,dob
14050,robert,dobbin
14051,shelly,shel
14052,valerie,val
14053,vickie,victoria
14055,christy,kristine
14056,linda,lynn
14057,angie,angelica
14058,eric,ricky
14059,lisa,elysia
14060,carol,lynn
14061,fred,alfred
14064,loren,lorenzo
14065,gene,eugene
14067,joshua,josh
14068,jennifer,jenny
14069,john,jon
14071,deborah,deb
14072,frank,francis
14073,courtney,court
14075,doris,dora
14077,jacob,jacobus
14078,tim,timmy
14079,timothy,timmy
14080,vernon,verna
14082,doris,dora
14083,fred,ferdie
14084,thomas,thom
14088,kenneth,ken
14089,melissa,missy
14091,louis,lewis
14092,amy,millie
14093,annie,nancy
14095,carlton,carl
14098,cory,ree
14100,donald,dony
14102,frances,fanny
14104,jessica,jessie
14107,kimberly,kimberley
14109,leon,leo
14110,lois,louise
14111,martha,mat
14112,marvin,marv
14113,marvin,marv
14114,mary,dea
14115,matthew,thias
14116,melissa,missy
14117,philip,phil
14119,richard,richie
14120,robert,bobby
14121,robert,hobkin
14122,sandra,sandy
14123,sheila,cecilia
14125,susan,hannah
14126,suzanne,suki
14127,vickie,victoria
14128,alice,lisa
14129,benjamin,bennie
14130,christopher,christine
14131,gregory,greg
14132,hugh,gee
14133,hugh,hubert
14137,edward,ted
14138,mary,mollie
14141,john,jon
14142,john,jock
14143,mary,minnie
14144,betty,lizzie
14145,paul,paula
14146,teresa,tessa
14147,christian,kit
14148,deborah,deb
14149,johnny,johannes
14151,linda,rose
14152,nathan,nate
14153,rita,gretta
14155,william,billiewilhelm
14156,william,bell
14158,kimberly,kimberley
14164,francine,frannie
14165,jacob,jacobus
14166,eric,rick
14168,joyce,joy
14171,amy,mel
14172,amy,mel
14173,andrew,drew
14174,angela,jane
14175,arnold,arnie
14178,billy,robert
14179,billy,bela
14180,billy,william
14181,bobby,roger
14182,bobby,roger
14185,brittany,britt
14188,carlton,carl
14189,casey,k.c.
14190,charity,chat
14192,charles,charlie
14193,christina,crissy
